Gene name	Gene stable ID
kera	ENSDARG00000056938
igfbp1a	ENSDARG00000099351
	ENSDARG00000097153
lyn	ENSDARG00000067916
zgc:113209	ENSDARG00000100294
emc4	ENSDARG00000039268
	ENSDARG00000105415
add3a	ENSDARG00000040874
ralgapa2	ENSDARG00000005861
	ENSDARG00000092791
cd59a	ENSDARG00000090615
chrna2a	ENSDARG00000006602
rtn2a	ENSDARG00000016088
niban1a	ENSDARG00000042055
trim35-3	ENSDARG00000052255
pxna	ENSDARG00000088590
erfl1	ENSDARG00000086892
matn4	ENSDARG00000015947
ccl35.1	ENSDARG00000103466
cacybp	ENSDARG00000014731
arl3b	ENSDARG00000071409
znf574	ENSDARG00000087074
nbas	ENSDARG00000008593
chp1	ENSDARG00000052859
	ENSDARG00000112850
nphp1	ENSDARG00000009046
eftud2	ENSDARG00000012261
si:ch211-197h24.8	ENSDARG00000094881
	ENSDARG00000054352
trim35-23	ENSDARG00000102368
osbpl6	ENSDARG00000063730
lamb4	ENSDARG00000039133
ttc22	ENSDARG00000077836
dpf2l	ENSDARG00000037291
btr04	ENSDARG00000060962
	ENSDARG00000105400
accs	ENSDARG00000052124
baz1b	ENSDARG00000102832
plcg1	ENSDARG00000038442
p2ry1	ENSDARG00000105281
lurap1	ENSDARG00000115301
pln1	ENSDARG00000069404
ccr9a	ENSDARG00000055186
	ENSDARG00000109806
xkr9	ENSDARG00000026500
kcns3b	ENSDARG00000029511
	ENSDARG00000095476
jtb	ENSDARG00000070150
	ENSDARG00000104064
slc45a2	ENSDARG00000002593
prkcz	ENSDARG00000043332
	ENSDARG00000098908
tmem264	ENSDARG00000062712
	ENSDARG00000101987
kcnn3	ENSDARG00000019753
jak1	ENSDARG00000020625
tmem134	ENSDARG00000024828
hint2	ENSDARG00000100938
ampd3b	ENSDARG00000032469
	ENSDARG00000116216
dnaaf11	ENSDARG00000053318
	ENSDARG00000098684
cybb	ENSDARG00000056615
tial1	ENSDARG00000009525
tmtops3b	ENSDARG00000090629
pcdh2aa15	ENSDARG00000088136
snx21	ENSDARG00000062770
adar	ENSDARG00000012389
cul5a	ENSDARG00000069742
or42a1	ENSDARG00000105796
myo10l1	ENSDARG00000074723
or30bv1	ENSDARG00000068660
or80a5	ENSDARG00000101554
	ENSDARG00000099152
	ENSDARG00000093764
rpz	ENSDARG00000091161
eif2b4	ENSDARG00000014004
	ENSDARG00000099964
	ENSDARG00000102728
dipk1ab	ENSDARG00000061362
fbxo45	ENSDARG00000071492
	ENSDARG00000096053
zgc:66484	ENSDARG00000030478
tshz3b	ENSDARG00000103361
	ENSDARG00000038987
gpr34b	ENSDARG00000002959
	ENSDARG00000099255
endou	ENSDARG00000044204
tspan36	ENSDARG00000024540
fgd6	ENSDARG00000045528
lyve1b	ENSDARG00000062483
	ENSDARG00000094323
zgc:112285	ENSDARG00000053323
per1b	ENSDARG00000012499
mxd	ENSDARG00000023369
mterf4	ENSDARG00000079124
mgst1.1	ENSDARG00000032618
h1-0	ENSDARG00000038559
sub1b	ENSDARG00000007720
lysmd3	ENSDARG00000024693
usp11	ENSDARG00000076303
	ENSDARG00000070289
lipt1	ENSDARG00000025233
si:dkeyp-73b11.8	ENSDARG00000090185
	ENSDARG00000087519
hoxa11b	ENSDARG00000007009
rdh8b	ENSDARG00000105060
hltf	ENSDARG00000026053
skap2	ENSDARG00000000906
retreg2	ENSDARG00000063270
	ENSDARG00000098152
	ENSDARG00000096818
slc24a4a	ENSDARG00000015425
fbp1a	ENSDARG00000021366
CELSR3	ENSDARG00000055825
gys2	ENSDARG00000004904
mfsd6b	ENSDARG00000054583
nkx6.1	ENSDARG00000022569
utp25	ENSDARG00000017696
d2hgdh	ENSDARG00000060210
	ENSDARG00000114895
mos	ENSDARG00000069744
	ENSDARG00000088247
nfe2l1b	ENSDARG00000076533
ecpas	ENSDARG00000061952
	ENSDARG00000116308
yrk	ENSDARG00000004378
si:dkey-100n23.4	ENSDARG00000092870
	ENSDARG00000101882
naf1	ENSDARG00000057929
mst1ra	ENSDARG00000060235
	ENSDARG00000098163
ahdc1	ENSDARG00000093453
	ENSDARG00000086489
	ENSDARG00000105245
	ENSDARG00000079290
cyp2aa12	ENSDARG00000102805
prpf4bb	ENSDARG00000040310
fgf19	ENSDARG00000098663
xdh	ENSDARG00000055240
trim35-7	ENSDARG00000104825
blk	ENSDARG00000007783
ptgr1.2	ENSDARG00000087017
chmp2bb	ENSDARG00000002190
imp4	ENSDARG00000054540
odad2	ENSDARG00000055128
snap25a	ENSDARG00000020609
TRHDE	ENSDARG00000109358
	ENSDARG00000071745
	ENSDARG00000023609
RDH8	ENSDARG00000099217
fxyd2	ENSDARG00000094561
fgf13a	ENSDARG00000035056
	ENSDARG00000096295
havcr2	ENSDARG00000091692
plin3	ENSDARG00000013711
abcb4	ENSDARG00000010936
calb1	ENSDARG00000031598
myl12.2	ENSDARG00000025326
	ENSDARG00000091445
nlrx1	ENSDARG00000073724
	ENSDARG00000098145
timm8b	ENSDARG00000055708
PTDSS1	ENSDARG00000102114
dusp22a	ENSDARG00000056396
	ENSDARG00000096232
	ENSDARG00000099061
	ENSDARG00000076286
rundc3b	ENSDARG00000009961
tcaim	ENSDARG00000079881
c4	ENSDARG00000015065
vamp4	ENSDARG00000043510
adamts2a	ENSDARG00000075930
dusp11	ENSDARG00000038156
sh3glb2b	ENSDARG00000035470
syncripl	ENSDARG00000026723
gosr2	ENSDARG00000053070
sdhda	ENSDARG00000055712
cnppd1	ENSDARG00000027078
	ENSDARG00000097963
pls3	ENSDARG00000037655
chn2	ENSDARG00000011845
rfc4	ENSDARG00000042458
aif1l	ENSDARG00000009336
MAP3K9	ENSDARG00000013491
mcm6	ENSDARG00000057683
TEAD1	ENSDARG00000059483
ins	ENSDARG00000035350
	ENSDARG00000089312
cdh4	ENSDARG00000015002
DLK2	ENSDARG00000076247
si:dkey-261m9.18	ENSDARG00000111648
	ENSDARG00000075349
	ENSDARG00000105715
mocs2	ENSDARG00000077202
shisa2a	ENSDARG00000034138
zc2hc1c	ENSDARG00000070526
	ENSDARG00000094844
rpp38	ENSDARG00000040350
	ENSDARG00000092021
efna1b	ENSDARG00000018787
r3hdml	ENSDARG00000030650
pik3r6a	ENSDARG00000100336
si:ch211-112f3.4	ENSDARG00000079765
mrps23	ENSDARG00000033973
nxnl1	ENSDARG00000052035
atp1b3b	ENSDARG00000042837
ing5a	ENSDARG00000022413
syt11a	ENSDARG00000057913
cxcl11.7	ENSDARG00000093779
mlycd	ENSDARG00000104732
	ENSDARG00000105316
	ENSDARG00000105246
	ENSDARG00000068161
si:ch211-261d7.6	ENSDARG00000104641
cyp27c1	ENSDARG00000092660
mideasa	ENSDARG00000011445
neurog1	ENSDARG00000056130
gal	ENSDARG00000091377
	ENSDARG00000098177
en2a	ENSDARG00000026599
slc2a8	ENSDARG00000104278
ponzr1	ENSDARG00000090444
ncoa2	ENSDARG00000017929
cyp2x7	ENSDARG00000044002
ppp1r9ba	ENSDARG00000079366
	ENSDARG00000074930
manea	ENSDARG00000001898
nfe2	ENSDARG00000020606
srsf9	ENSDARG00000008097
derl3	ENSDARG00000033871
	ENSDARG00000092574
gucy2f	ENSDARG00000025504
si:dkey-239j18.2	ENSDARG00000095254
zic5	ENSDARG00000016022
	ENSDARG00000096577
ccnb1	ENSDARG00000051923
dcaf7	ENSDARG00000054355
rbl2	ENSDARG00000045636
flot2b	ENSDARG00000069774
ppfibp2a	ENSDARG00000061977
cdc42bpb	ENSDARG00000019383
clcn1a	ENSDARG00000062084
chadla	ENSDARG00000055160
rp9	ENSDARG00000098942
loxl5b	ENSDARG00000076904
osbpl1a	ENSDARG00000105147
hmox2a	ENSDARG00000114695
si:dkey-23a13.9	ENSDARG00000105431
	ENSDARG00000070138
	ENSDARG00000077220
bmt2	ENSDARG00000062181
katna1	ENSDARG00000021827
si:dkey-23a13.2	ENSDARG00000105470
kidins220b	ENSDARG00000017338
	ENSDARG00000034321
pop7	ENSDARG00000036394
nit2	ENSDARG00000017590
	ENSDARG00000101446
add1	ENSDARG00000103962
	ENSDARG00000117132
	ENSDARG00000094888
HTR6	ENSDARG00000016095
	ENSDARG00000099595
acbd6	ENSDARG00000039456
zgc:158846	ENSDARG00000058462
	ENSDARG00000095917
nkx2.1	ENSDARG00000019835
NPAS4	ENSDARG00000087753
foxi3b	ENSDARG00000009550
stc1	ENSDARG00000003303
mboat2b	ENSDARG00000042551
	ENSDARG00000093679
efnb2b	ENSDARG00000074050
	ENSDARG00000075929
ifng1r	ENSDARG00000045671
efnb1	ENSDARG00000007723
si:ch211-98n17.5	ENSDARG00000105641
raf1a	ENSDARG00000096415
wdr53	ENSDARG00000079659
pcdh7b	ENSDARG00000060610
	ENSDARG00000103121
	ENSDARG00000104873
si:ch211-40k21.9	ENSDARG00000097546
chrne	ENSDARG00000034307
	ENSDARG00000115374
	ENSDARG00000097857
	ENSDARG00000097009
mterf3	ENSDARG00000003207
ube2na	ENSDARG00000008748
grk1a	ENSDARG00000058803
tecpr2	ENSDARG00000060835
ada2b	ENSDARG00000015623
setd7	ENSDARG00000038858
syt7b	ENSDARG00000078060
	ENSDARG00000092255
	ENSDARG00000092863
si:zfos-911d5.4	ENSDARG00000096738
	ENSDARG00000104074
cpn1	ENSDARG00000005185
mtif2	ENSDARG00000063213
fbxo44.1	ENSDARG00000022623
apol	ENSDARG00000073718
OXER1	ENSDARG00000062874
	ENSDARG00000096250
	ENSDARG00000096462
pkdcca	ENSDARG00000035161
BICC1	ENSDARG00000070497
zgc:173721	ENSDARG00000112103
lhfpl2b	ENSDARG00000098153
sufu	ENSDARG00000056801
	ENSDARG00000100605
wnt5b	ENSDARG00000102464
	ENSDARG00000102062
	ENSDARG00000092378
spred1	ENSDARG00000041449
	ENSDARG00000100358
bcas3	ENSDARG00000090764
	ENSDARG00000070567
lrrfip1a	ENSDARG00000030012
MFAP4	ENSDARG00000090557
tipin	ENSDARG00000036136
ppat	ENSDARG00000004517
si:dkey-88e18.8	ENSDARG00000100256
si:ch211-120k19.1	ENSDARG00000075517
adat1	ENSDARG00000061348
lmx1ba	ENSDARG00000104815
spon2b	ENSDARG00000002732
c1qtnf13	ENSDARG00000087659
zgc:174890	ENSDARG00000105176
	ENSDARG00000096607
DLG5	ENSDARG00000090949
	ENSDARG00000097224
col17a1a	ENSDARG00000069415
or30bt4	ENSDARG00000003090
thap3	ENSDARG00000041080
psmc1a	ENSDARG00000030537
	ENSDARG00000096153
slc4a2b	ENSDARG00000052330
bdnf	ENSDARG00000018817
	ENSDARG00000096839
lhfpl3	ENSDARG00000021595
trappc11	ENSDARG00000004726
txlna	ENSDARG00000077037
SLC24A2	ENSDARG00000063158
tmem86a	ENSDARG00000044034
myhz2	ENSDARG00000012944
	ENSDARG00000057107
	ENSDARG00000096623
wars2	ENSDARG00000011801
ankrd9	ENSDARG00000028804
dyrk2	ENSDARG00000094646
	ENSDARG00000096990
crygm2d19	ENSDARG00000069817
	ENSDARG00000038235
zgc:171509	ENSDARG00000068303
ccl19b	ENSDARG00000039351
pax4	ENSDARG00000021336
GUCA1A	ENSDARG00000100747
cspg4	ENSDARG00000078227
si:ch211-188c18.1	ENSDARG00000101654
ddx21	ENSDARG00000063626
si:ch211-145c1.1	ENSDARG00000042063
aqp9b	ENSDARG00000053480
clcn2a	ENSDARG00000062427
	ENSDARG00000102296
MAP7D3	ENSDARG00000060771
iqcg	ENSDARG00000068678
	ENSDARG00000105714
	ENSDARG00000067794
smg1	ENSDARG00000054570
serp1	ENSDARG00000099439
inpp5kb	ENSDARG00000078618
	ENSDARG00000071662
stam2	ENSDARG00000005318
lrp8	ENSDARG00000070074
	ENSDARG00000101102
irf1a	ENSDARG00000043492
eif3ea	ENSDARG00000090697
si:ch73-221f6.3	ENSDARG00000104807
pola1	ENSDARG00000045308
	ENSDARG00000088741
wdr48b	ENSDARG00000038543
	ENSDARG00000060062
nol7	ENSDARG00000075795
	ENSDARG00000102239
	ENSDARG00000071074
gpia	ENSDARG00000012987
fam217bb	ENSDARG00000091799
	ENSDARG00000105582
cuedc1a	ENSDARG00000068716
hormad1	ENSDARG00000040254
phpt1	ENSDARG00000045567
nomo	ENSDARG00000078592
ttc23	ENSDARG00000022160
	ENSDARG00000096256
rx2	ENSDARG00000040321
selenop2	ENSDARG00000079727
wdr83os	ENSDARG00000025554
btbd3a	ENSDARG00000005544
	ENSDARG00000105500
hacd3	ENSDARG00000016038
	ENSDARG00000103738
si:dkey-266f7.5	ENSDARG00000094886
lect2.1	ENSDARG00000033227
znf277	ENSDARG00000025346
	ENSDARG00000096187
ankrd33ab	ENSDARG00000002508
lcp2b	ENSDARG00000036215
tagln2	ENSDARG00000033466
si:ch73-341k19.1	ENSDARG00000095946
hectd2	ENSDARG00000061194
crp6	ENSDARG00000071457
si:ch1073-406l10.2	ENSDARG00000089645
crygm2d11	ENSDARG00000069827
mei4	ENSDARG00000043912
vamp1a	ENSDARG00000031283
si:ch1073-143l10.2	ENSDARG00000094899
haus2	ENSDARG00000036781
serpind1	ENSDARG00000021208
krt1-19e	ENSDARG00000090268
sp9	ENSDARG00000099374
	ENSDARG00000096892
rpz3	ENSDARG00000069728
	ENSDARG00000103473
tmco6	ENSDARG00000016336
atf5a	ENSDARG00000068096
	ENSDARG00000095292
snrpb	ENSDARG00000011125
trim33l	ENSDARG00000086126
cldn12	ENSDARG00000003927
esrp1	ENSDARG00000011245
	ENSDARG00000093936
	ENSDARG00000105492
rspo1	ENSDARG00000104340
asic1b	ENSDARG00000101866
inip	ENSDARG00000028523
epc2	ENSDARG00000007485
tdh2	ENSDARG00000001463
rab11fip4b	ENSDARG00000103207
haus3	ENSDARG00000061385
zmpste24	ENSDARG00000044090
gjc2	ENSDARG00000073896
	ENSDARG00000088656
mul1	ENSDARG00000052527
apodb	ENSDARG00000057437
zgc:162331	ENSDARG00000069607
	ENSDARG00000102085
atp1b2a	ENSDARG00000099203
tmem259	ENSDARG00000060442
klhl24a	ENSDARG00000021739
syt15	ENSDARG00000079926
raraa	ENSDARG00000056783
cbx1b	ENSDARG00000054442
hpca	ENSDARG00000018397
med4	ENSDARG00000041503
usp5	ENSDARG00000014517
vps9d1	ENSDARG00000019195
gli3	ENSDARG00000052131
myo1b	ENSDARG00000024694
si:dkey-1h4.4	ENSDARG00000105548
si:dkey-118k5.3	ENSDARG00000087736
prf1.3	ENSDARG00000001572
si:ch211-163b2.4	ENSDARG00000094890
fut9b.3	ENSDARG00000027699
baxa	ENSDARG00000020623
	ENSDARG00000097336
	ENSDARG00000034836
ero1a	ENSDARG00000015228
HTRA2	ENSDARG00000092380
	ENSDARG00000096565
sft2d1	ENSDARG00000007362
si:dkey-182i3.9	ENSDARG00000096575
tra2a	ENSDARG00000007863
	ENSDARG00000098167
sh3glb1a	ENSDARG00000045294
	ENSDARG00000096986
OTOG	ENSDARG00000068460
	ENSDARG00000103281
	ENSDARG00000103420
	ENSDARG00000103766
	ENSDARG00000094131
sipa1l3	ENSDARG00000061699
cbx1a	ENSDARG00000004189
fnbp1a	ENSDARG00000036156
sec13	ENSDARG00000054807
rab23	ENSDARG00000004151
slc16a3b	ENSDARG00000045051
	ENSDARG00000092705
bin1b	ENSDARG00000058820
	ENSDARG00000113814
	ENSDARG00000098498
mcl1a	ENSDARG00000009779
smu1a	ENSDARG00000002538
	ENSDARG00000097168
wipf1a	ENSDARG00000104300
nrg2b	ENSDARG00000086585
gpd1a	ENSDARG00000043701
ogfr	ENSDARG00000037837
	ENSDARG00000097773
	ENSDARG00000110102
c1qtnf1	ENSDARG00000088878
serpina1	ENSDARG00000090286
	ENSDARG00000096419
ifi27.4	ENSDARG00000078389
taf13	ENSDARG00000070834
tapt1a	ENSDARG00000073999
ldlrad4b	ENSDARG00000054941
chga	ENSDARG00000008829
	ENSDARG00000105369
tfpt	ENSDARG00000089572
	ENSDARG00000097064
atp6v0cb	ENSDARG00000036577
lrtm2a	ENSDARG00000045483
PODN	ENSDARG00000019025
fam174b	ENSDARG00000068709
	ENSDARG00000114169
hspa12a.3	ENSDARG00000068869
sec61a1b	ENSDARG00000005675
C9H2orf49	ENSDARG00000042025
gpr137c	ENSDARG00000045289
arhgef39	ENSDARG00000013476
tnnc2.1	ENSDARG00000095002
cdc25b	ENSDARG00000010792
zdhhc22	ENSDARG00000075170
	ENSDARG00000040741
cyb5r1	ENSDARG00000018966
crebzf	ENSDARG00000089787
pltp	ENSDARG00000104495
il2rgb	ENSDARG00000053702
lrch1	ENSDARG00000078778
fkbp10a	ENSDARG00000099183
rps9	ENSDARG00000011405
ptger2a	ENSDARG00000011434
	ENSDARG00000088950
	ENSDARG00000099825
sh3bp4	ENSDARG00000030104
	ENSDARG00000096067
	ENSDARG00000095024
	ENSDARG00000102605
slc14a2	ENSDARG00000051914
mcee	ENSDARG00000045428
ccl20b	ENSDARG00000094511
znf576.2	ENSDARG00000078164
hif1aa	ENSDARG00000006181
clta	ENSDARG00000045618
NAV1	ENSDARG00000058771
ddx47	ENSDARG00000102353
gins3	ENSDARG00000038847
si:dkey-220k22.3	ENSDARG00000094693
arhgef37	ENSDARG00000002463
syngr1a	ENSDARG00000002564
slc25a26	ENSDARG00000058208
	ENSDARG00000105454
hypk	ENSDARG00000059725
smad7	ENSDARG00000016858
cxcl11.5	ENSDARG00000092423
pdp2	ENSDARG00000058571
nr2e3	ENSDARG00000045904
si:dkey-236e20.1	ENSDARG00000094089
fndc5a	ENSDARG00000069739
tcn2	ENSDARG00000036481
npdc1b	ENSDARG00000056156
cers6	ENSDARG00000053583
	ENSDARG00000097771
foxf2a	ENSDARG00000017195
fxn	ENSDARG00000074356
	ENSDARG00000097562
gnb3b	ENSDARG00000002696
	ENSDARG00000095057
il13ra1	ENSDARG00000080020
	ENSDARG00000095648
	ENSDARG00000104154
slc41a3	ENSDARG00000061272
pdia8	ENSDARG00000033599
klhl40b	ENSDARG00000019125
olfm2b	ENSDARG00000102825
nrarpb	ENSDARG00000018958
nupr1a	ENSDARG00000094300
	ENSDARG00000102941
cntnap2b	ENSDARG00000074558
	ENSDARG00000097026
NLRC3	ENSDARG00000103146
slc41a2a	ENSDARG00000075803
ankrd22	ENSDARG00000002298
git2a	ENSDARG00000061915
	ENSDARG00000094547
rac3b	ENSDARG00000020795
slc7a6os	ENSDARG00000010596
PHLDB2	ENSDARG00000079889
vtna	ENSDARG00000055388
efna3b	ENSDARG00000098295
zbtb7a	ENSDARG00000039899
selenoi	ENSDARG00000060484
apaf1	ENSDARG00000021239
cyp27a2	ENSDARG00000073764
gng7	ENSDARG00000038693
shcbp1	ENSDARG00000102068
gadd45bb	ENSDARG00000013576
wdpcp	ENSDARG00000074590
slc38a6	ENSDARG00000054312
mtx2	ENSDARG00000029415
si:dkey-260j18.2	ENSDARG00000101942
eps8l1b	ENSDARG00000003313
ugcg	ENSDARG00000058221
ocstamp	ENSDARG00000022139
ogfrl1	ENSDARG00000061223
C18H19orf12	ENSDARG00000104856
nos2b	ENSDARG00000031976
gstt1b	ENSDARG00000017388
mlx	ENSDARG00000037891
CHD5	ENSDARG00000105083
dcbld2	ENSDARG00000062177
zgc:101744	ENSDARG00000038694
	ENSDARG00000094271
itih3a.1	ENSDARG00000055036
tmem208	ENSDARG00000068291
	ENSDARG00000095001
ccdc40	ENSDARG00000100584
hddc3	ENSDARG00000020473
fibcd1b	ENSDARG00000060393
	ENSDARG00000114520
psmc2	ENSDARG00000020101
nansa	ENSDARG00000045620
cxxc4	ENSDARG00000077817
	ENSDARG00000102488
	ENSDARG00000105642
SGPP1	ENSDARG00000060534
	ENSDARG00000103960
	ENSDARG00000095325
	ENSDARG00000038072
znf1035	ENSDARG00000042969
pimr214	ENSDARG00000074873
cp110	ENSDARG00000101309
	ENSDARG00000094885
galnt10	ENSDARG00000103825
micu2	ENSDARG00000009939
glt8d2	ENSDARG00000057942
plekhm1	ENSDARG00000099954
uhmk1	ENSDARG00000059575
	ENSDARG00000093822
c1qtnf5	ENSDARG00000056134
GABRG1	ENSDARG00000101995
vtg4	ENSDARG00000078429
	ENSDARG00000094591
KIF26A	ENSDARG00000015016
vtg6	ENSDARG00000016825
ifnphi4	ENSDARG00000100678
	ENSDARG00000104440
fam83gb	ENSDARG00000062929
tmem30c	ENSDARG00000009430
	ENSDARG00000079050
myhz1.3	ENSDARG00000067997
lgmn	ENSDARG00000039150
ndufa6	ENSDARG00000038028
	ENSDARG00000103769
rab40b	ENSDARG00000042410
trim35-9	ENSDARG00000039108
TREH	ENSDARG00000077911
stard9	ENSDARG00000091548
narfl	ENSDARG00000062216
avp	ENSDARG00000058567
si:dkey-11o15.10	ENSDARG00000094859
eif3ja	ENSDARG00000012603
dpysl2b	ENSDARG00000032083
esamb	ENSDARG00000076639
sema3h	ENSDARG00000042616
mob3c	ENSDARG00000043705
dlg1b	ENSDARG00000102216
pnrc1	ENSDARG00000043904
slmapa	ENSDARG00000054458
	ENSDARG00000103020
	ENSDARG00000102321
	ENSDARG00000098609
scn4aa	ENSDARG00000098738
plcd1a	ENSDARG00000059123
nr1d1	ENSDARG00000033160
slc12a2	ENSDARG00000104573
fam133b	ENSDARG00000013863
slc34a1a	ENSDARG00000028824
si:dkey-269i1.4	ENSDARG00000095744
actl6b	ENSDARG00000034107
siae	ENSDARG00000040527
si:ch211-284k5.2	ENSDARG00000101455
si:ch211-157b11.12	ENSDARG00000086336
hsd17b7	ENSDARG00000088140
klhdc7a	ENSDARG00000105322
polr3glb	ENSDARG00000013734
sema3d	ENSDARG00000017369
mhc2d8.45b1	ENSDARG00000041705
hspb3	ENSDARG00000067714
trim47	ENSDARG00000056678
pdx1	ENSDARG00000002779
slc25a4	ENSDARG00000027355
olfcq2	ENSDARG00000088192
spink2.2	ENSDARG00000103833
cox8a	ENSDARG00000095273
	ENSDARG00000096383
	ENSDARG00000093232
	ENSDARG00000093868
ftcdnl1	ENSDARG00000062423
parp3	ENSDARG00000003961
	ENSDARG00000095799
cavin1b	ENSDARG00000059362
prdx1	ENSDARG00000058734
anxa5a	ENSDARG00000026406
	ENSDARG00000098131
irf5	ENSDARG00000045681
	ENSDARG00000094427
gabpb1	ENSDARG00000023659
	ENSDARG00000097425
inka1b	ENSDARG00000070404
si:dkey-282h22.5	ENSDARG00000092458
	ENSDARG00000098048
usp33	ENSDARG00000016163
spra	ENSDARG00000004406
zgc:171220	ENSDARG00000102959
si:ch211-197h24.9	ENSDARG00000093760
rwdd2b	ENSDARG00000055426
zgc:172182	ENSDARG00000039824
tmem47	ENSDARG00000057322
nmnat3	ENSDARG00000077034
si:dkey-103j14.4	ENSDARG00000093705
	ENSDARG00000056180
vps26b	ENSDARG00000015823
si:dkey-9i23.8	ENSDARG00000095407
si:ch211-117l17.6	ENSDARG00000102059
ddx43	ENSDARG00000022614
mlf1	ENSDARG00000077301
trappc5	ENSDARG00000026068
	ENSDARG00000101136
samm50l	ENSDARG00000039681
eno1b	ENSDARG00000013750
	ENSDARG00000102788
	ENSDARG00000036968
pcgf1	ENSDARG00000001249
tnnc1a	ENSDARG00000011400
tprg1l	ENSDARG00000068149
dcdc2b	ENSDARG00000053744
uvssa	ENSDARG00000100916
nkx1.2lb	ENSDARG00000099427
tuba4l	ENSDARG00000074289
	ENSDARG00000069189
trim13	ENSDARG00000010010
	ENSDARG00000078519
p2ry13	ENSDARG00000069944
fzd9b	ENSDARG00000014673
	ENSDARG00000112714
idi1	ENSDARG00000019976
galnt17	ENSDARG00000042418
sntb2	ENSDARG00000051763
	ENSDARG00000096859
rnasel4	ENSDARG00000076983
tdrd7a	ENSDARG00000032808
	ENSDARG00000076134
adipoqb	ENSDARG00000100086
aadac	ENSDARG00000063621
spock2	ENSDARG00000075393
rxrga	ENSDARG00000005593
cdkn2aipnl	ENSDARG00000053395
si:rp71-1h20.5	ENSDARG00000098176
dennd4a	ENSDARG00000062721
rapgefl1	ENSDARG00000079912
ccdc142	ENSDARG00000101377
slc6a1a	ENSDARG00000045944
prickle1a	ENSDARG00000040649
	ENSDARG00000115897
	ENSDARG00000115596
dnajc30b	ENSDARG00000079415
cxcl8b.3	ENSDARG00000099169
fubp1	ENSDARG00000029248
crygm2d21	ENSDARG00000086658
cxcl19	ENSDARG00000102776
ascl1b	ENSDARG00000009702
OLFM3	ENSDARG00000039174
guca1b	ENSDARG00000013393
mrps14	ENSDARG00000068305
snx29	ENSDARG00000077317
	ENSDARG00000094771
hdac9b	ENSDARG00000056642
	ENSDARG00000116970
	ENSDARG00000099561
pcdh10b	ENSDARG00000102824
fastkd1	ENSDARG00000056128
camsap1b	ENSDARG00000035122
	ENSDARG00000099142
maf1a	ENSDARG00000013122
	ENSDARG00000114172
pkma	ENSDARG00000099730
cxcl18b	ENSDARG00000075045
cry5	ENSDARG00000019498
rassf4a	ENSDARG00000012460
nrtn	ENSDARG00000079849
steap2	ENSDARG00000062887
	ENSDARG00000045224
si:dkey-151g22.1	ENSDARG00000098452
si:ch211-285c6.6	ENSDARG00000105464
esrra	ENSDARG00000069266
ap2m1a	ENSDARG00000002790
zgc:162611	ENSDARG00000092846
rin3	ENSDARG00000077618
tmx4	ENSDARG00000101512
or42a8	ENSDARG00000105828
or80a10	ENSDARG00000091143
wbp1la	ENSDARG00000013245
helq	ENSDARG00000079818
setdb1a	ENSDARG00000041243
pcdh2ac	ENSDARG00000099783
	ENSDARG00000092635
aspdh	ENSDARG00000038297
selenos	ENSDARG00000070097
gdf9	ENSDARG00000003229
	ENSDARG00000103536
	ENSDARG00000105373
	ENSDARG00000097111
napga	ENSDARG00000006617
atg9b	ENSDARG00000055292
rtf2	ENSDARG00000040607
fasn	ENSDARG00000087657
si:dkeyp-98a7.5	ENSDARG00000089525
atoh7	ENSDARG00000069552
	ENSDARG00000070297
cops9	ENSDARG00000045296
chmp5b	ENSDARG00000103718
sowahab	ENSDARG00000079125
sox19a	ENSDARG00000010770
cyp8b1.1	ENSDARG00000053068
	ENSDARG00000071790
si:ch211-194e1.9	ENSDARG00000068127
knstrn	ENSDARG00000074379
lamtor3	ENSDARG00000057075
eef1da	ENSDARG00000102291
vps11	ENSDARG00000036338
tmem182b	ENSDARG00000087285
ccnd1	ENSDARG00000101637
	ENSDARG00000097646
hira	ENSDARG00000013434
fzd8b	ENSDARG00000038569
	ENSDARG00000015552
agrp	ENSDARG00000069089
rrp8	ENSDARG00000071652
	ENSDARG00000097214
si:dkey-51a16.9	ENSDARG00000039483
vcam1a	ENSDARG00000078201
arhgap12b	ENSDARG00000026482
gla	ENSDARG00000036155
	ENSDARG00000104270
	ENSDARG00000095775
caspbl	ENSDARG00000094433
	ENSDARG00000094254
zgc:101765	ENSDARG00000054934
tnfaip6	ENSDARG00000093440
sntb1	ENSDARG00000041729
si:ch211-198m1.1	ENSDARG00000093192
drll.1	ENSDARG00000035151
snap47	ENSDARG00000063445
jmjd4	ENSDARG00000058995
	ENSDARG00000096972
	ENSDARG00000106515
lmbr1l	ENSDARG00000004745
	ENSDARG00000105807
plce1	ENSDARG00000087921
	ENSDARG00000097531
	ENSDARG00000111775
slc9a2	ENSDARG00000058780
pierce1	ENSDARG00000058940
CRAT	ENSDARG00000016545
	ENSDARG00000100706
	ENSDARG00000090948
plekha3	ENSDARG00000056601
	ENSDARG00000099503
	ENSDARG00000115056
fkbp9	ENSDARG00000005023
ntn4	ENSDARG00000102066
mef2cb	ENSDARG00000009418
bhlhe40	ENSDARG00000004060
gpha2	ENSDARG00000075403
ndufa12	ENSDARG00000042469
	ENSDARG00000115326
mgme1	ENSDARG00000016656
stxbp1b	ENSDARG00000056036
zgc:113691	ENSDARG00000038898
epha7	ENSDARG00000004635
ywhag1	ENSDARG00000067626
wasb	ENSDARG00000026350
mettl1	ENSDARG00000076518
mkxa	ENSDARG00000075450
